,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.38145074722956956,0.9971264367816092,1.0,0.9947643979057592,0.9973753280839895,0.15813987598148857,1.0,1.0,1.0,1.0,0
1,0.15468012663767114,0.9971264367816092,1.0,0.9947643979057592,0.9973753280839895,0.09521043307979757,1.0,1.0,1.0,1.0,0
2,0.17186597471204673,0.9971264367816092,1.0,0.9947643979057592,0.9973753280839895,0.13627658031065776,1.0,1.0,1.0,1.0,0
3,0.13453009312550976,0.9971264367816092,1.0,0.9947643979057592,0.9973753280839895,0.08686906859929903,1.0,1.0,1.0,1.0,0
4,0.09464790406719761,1.0,1.0,1.0,1.0,0.05720189602420712,1.0,1.0,1.0,1.0,0
5,0.057559790237191724,1.0,1.0,1.0,1.0,0.0462778954136395,1.0,1.0,1.0,1.0,0
6,0.043977001909216794,1.0,1.0,1.0,1.0,0.03804371774334614,1.0,1.0,1.0,1.0,0
7,0.03746410501698258,1.0,1.0,1.0,1.0,0.03360777828200179,1.0,1.0,1.0,1.0,0
8,0.032008195025610475,1.0,1.0,1.0,1.0,0.030072700071919443,1.0,1.0,1.0,1.0,0
9,0.027996713585605203,1.0,1.0,1.0,1.0,0.027302611331384032,1.0,1.0,1.0,1.0,0
